Company name,Country,City,Province,Site address,Company website,BAP Cert,ASC Cert,FOS Cert,FIP Cert,MarinTrust Cert
"Industrial Pesquera Heras, S.A. de C.V.",Mexico,Weihai,Shandong,"200 meters west of the intersection of Fuhai Road and Yongxing Road, Rongcheng City, Weihai City, Shandong Province",https://www.dunsguide.com/es/company/1ec1cd5938f01adf23138b8166a7737a/industrial-pesquera-heras-sa-de-cv,,,,,
Maz Industrial SA de CV,Mexico,Mulgrave,Nova Scotia,"39 England Ave, Mulgrave, NS B0E 2G0, Canada",https://mazinsa.com/,,,,,
Shandong Qilong Group Co. Ltd.,China,,,,,,,,,
"Pescaharina de Guaymas, S.A. de C.V.",Mexico,Manta,Manabí,"Av. Hugo Mayo, Urb. Arroyo Azul, Manta-Prov. Manabí",https://www.google.ie/search?q=%22PESCAHARINA+DE+GUAYMAS%22+%22harina%22&sca_esv=6438a53135bfba51&ei=MI0GZ5-KGb-AhbIPy-zEoAU&ved=0ahUKEwif4v--u4GJAxU_QEEAHUs2EVQQ4dUDCA8&uact=5&oq=%22PESCAHARINA+DE+GUAYMAS%22+%22harina%22&gs_lp=Egxnd3Mtd2l6LXNlcnAiISJQRVNDQUhBUklOQSBERSBHVUFZTUFTIiAiaGFyaW5hIjIIECEYoAEYwwQyCBAhGKABGMMESIkRUFVYvA9wAXgAkAEAmAF-oAGDCaoBBDE1LjG4AQPIAQD4AQL4AQGYAgOgAugBmAMAiAYBkgcDMi4xoAfrHw&sclient=gws-wiz-serp,,,,,
Auqi Marine Bio-Tech Co. Ltd.,China,,,,,,,,,
"Shandong Bohai Group Co., Ltd.",China,Mangaluru,Karnataka,"XVQF+PRC Katipalla, Mangaluru, Karnataka, 574142, India",http://bohi.com.cn/en/About/index/id/488,,,,,
Scotia Garden Seafood,Canada,Lough Egish Food Park,County Monaghan,"355P+HR Lough Egish Food Park, County Monaghan, Ireland",https://www.scotiagardenseafood.ca/fish/poultry-meal-yarmouth-nova-scotia-canada,,,,,
Pestell Nutrition,Canada,Seattle,,"601 Port Ave, Seward, AK 99664",https://pestell.com/products/feed-ingredients/proteins-meals/,,,,,
West Coast Reduction Ltd.,Canada,Hezei,Shandong,"46JV+PV Chengyang District, Qingdao, Shandong, China",https://www.wcrl.com/finished-products,,,,,
West Coast Reduction Ltd.,Canada,Qingdao,Shandong,"46JV+PV Chengyang District, Qingdao, Shandong, China",https://www.wcrl.com/finished-products,,,,,
Pelagia Aberdeen,United Kingdom,,,"Mylius-Erichsensvej 35,
DK-7330 Brande
E-mail: info@biomar.dk
Tel: +45 97 1807 22",https://pelagia.com/cm/facilities/,,,,,
Pelagia Greenock,United Kingdom,Weihai,Shandong,"No. 599 Yunxi Road, Dongwangmen Village, Rongcheng City, Weihai City, Shandong Province",https://pelagia.com/cm/facilities/,,,,,
Pelagia Grimsby,United Kingdom,69100 Kannus,"Keski-Pohjanmaa,
Western and Central Finland,
Western Finland,
Mainland Finland",SAARELANTIE 5,https://pelagia.com/cm/facilities/,,,,,
Pelagia Killybegs,Ireland,Qingdao,Shandong,"46JV+PV Chengyang District, Qingdao, Shandong, China",https://pelagia.com/cm/facilities/,,,,,
"Procesadora Mar De Ensenada, S. De R.L. De C.V.",Mexico,AB42 Peterhead,"Aberdeenshire,
Scotland","1 Ship St, Peterhead AB42 1DP, UK",https://www.linkedin.com/in/eliat-cabrales-9b084272/?originalSubdomain=mx,,,,,
Manarthon,Tunisia,Port Louis,Pamplemousses District,"Motorway M2,Riche Terre",https://www.manarthon.com/en/,,,,,
"SERCONOMAR, S.A DE C.V.",Mexico,Porbandar,Gujarat,"FQJ7+J63, near narvai mataji mandir, Gosa, Gujarat 360576, India // Aksha Fish Meal & Oil Porbandar - Veraval Coastal HighWay, Narvai Mataji Temple, Village : Gosha Porbandar (Gujarat) INDIA // REVENUE SURVEY NO 63 DIVISION A, PORBANDAR ‐ SOMNATH HIGHWAY OPP. NARVAI MATAJI MANDIR VILLAGE: GOSA, PORBANDAR, 3605 76, Gujarat",https://www.linkedin.com/in/alejandra-guerrero-espinoza-714487289/?originalSubdomain=mx,,,,,
"Selecta de Guaymas, S.A. de C.V.",Mexico,,,"Jl. Imam Bonjol No.55, Tukangkayu, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68411, Indonesia",https://corporativo.selecta.com.mx/#products,,,,,
Sea Pride LLC,Oman,Weifang,Shandong,"China, Yun Nan Sheng, Kun Ming Shi, Guan Du Qu, 站前路119号 邮政编码: 650200",www.Seapridellc.com,,,,,
Omega Protein Inc.,United States of America,Weihai,Shandong,"Dingzhiqian Village, Renhe Town, Rongcheng City, Weihai City, Shandong Province",https://omegaprotein.com/contact-us/,,,,,
Omega Protein Inc.,United States of America,25500 Salo,"Finland Proper,
South-Western Finland,
Southern Finland,
Mainland Finland","Hirvitie 401, 25250 Märynummi",https://omegaprotein.com/contact-us/,,,,,
"Omega Protein, Inc.",United States of America,Neskaupstadur,Fjarðabyggð,"Strandarvegur 1- 11, 710 Seyðisfjörður",https://omegaprotein.com/,,,,,
Pacific Seafood,United States of America,22850 Ensenada,Baja California,"Calle Cinco Manzana 8,Lote 3,El Sauzal,C.P.22760",https://pacificbioproducts.com/,,,,,
Sonac Kiel GmbH,Germany,Weihai,Shandong,"Dingzhiqian Village, Renhe Town, Rongcheng City, Weihai City, Shandong Province",https://www.darlingii.com/en/solutions/feed,,,,,
Skinney-Þinganes,Iceland,,,"JG29+4WJ, Krajan II, Wringinanom, Kec. Wringinanom, Kabupaten Gresik, Jawa Timur 61176, Indonesia",www.sth.is,,,,,
Anhui Xinzhou Marine Biological Products Co. Ltd.,China,22850 Ensenada,Baja California,"Calle 1, Lote 6 y 7, Parque Industrial Fondeport El Sauzal de Rodríguez, C.P. 22760, Ensenada, Baja California",http://www.xd-chem.com/,,,,,
Sonac Mering GmbH,Germany,Guaymas,Sonora,"Lote 3 y 4 Manzana H sin número, Colonia Parque Industrial Pesquero Rodolfo Sánchez Taboada, C.P. 85486, Guaymas, Sonora, México.",https://www.darlingii.com/en/solutions/feed,,,,,
Aroma (N.Z.) Limited,New Zealand,Guaymas,Sonora,"Calle Central Lote 2 Manzana H (14), Colonia Parque Industrial Rodolfo Sánchez Taboada, Guaymas, Sonora México.",https://aromanz.nz/,,,,,
"Binzhou Shengying Aquaculture Co., Ltd. (BSY) / BINZHOU CITY SHENGYING AQUATIC PRODUCTS CO., LTD",China,82000 Mazatlán,Sinaloa,"Estero de Urías sin número Interior C, Colonia Urías, C.P. 82099, Mazatlán, Sinaloa, México.",https://www.shengyingaquatic.com/,,,,,
Ocean Aquatic Proteins,Oman,Binzhou,Shandong,"Wudi Encomic and Development Zone, Binzhou, Shandong, China",https://oceanaquaticproteins.com/contact-fish-meal.php,,,,,
Alpha Atlantic De Sahara Marocaine SA,Morocco,Mexico,Sonora,"Calle 1 Sur, Lote 5 Manzana H, sin número, Colonia Parque Industrial Pesquero Rodolfo Sánchez Taboada, C.P. 85486, Guaymas, Sonora, México.",https://alphaasm.com/fr/,,,,,
Mowi Nutrition Goleniów Spolka z o.o.,Poland,Changzhou,Jiangsu,"No. 54, Jinsanjiao East Road, Caqiao, Xueyan Town, Wujin District, Changzhou City, Jiangsu Province, P.R. China.",https://mowinutrition.com/,,,,,
VSV,Iceland,Qingdao,Shandong,"No. 100, Kongquehe Sanlu, Jimo District, Qingdao City, Shandong Province",www.vsv.is,,,,,
Manar Thon- Fishmeal,Tunisia,Yarmouth,Nova Scotia,"105 Short Beach Rd, Yarmouth, NS B5A 4A9, Canada",https://www.manarthon.com/en/products/our-fishmeal/,,,,,
Eskja,Iceland,New Hamburg,Ontario,"141 Hamilton Rd, New Hamburg, ON N3A 2H1, Canada",https://eskja.is/en/products/,,,,,
Fóðurverksmiðjan Laxá hf,Iceland,Nanaimo,British Columbia,"West Coast Reduction Ltd.
900 Maughan Road
Nanaimo, British Columbia
V9X 1J2",https://www.laxa.is/,,,,,
"[OLD NAME: Fish Factory ""Ostrovnoy "" LLC] Ostrovnoy Fish Processing Plant LLC (ООО РЫБОКОМБИНАТ «ОСТРОВНОЙ»)",Russia,Nanaimo,British Columbia,"West Coast Reduction Ltd.
105 Commercial Drive North
Vancouver, British Columbia
V5L 4V7",https://www.mcfef.com/en/companies-ostrovnoi/,,,,,
"[OLD NAME: Fish Factory ""Ostrovnoy "" LLC] Ostrovnoy Fish Processing Plant LLC (ООО РЫБОКОМБИНАТ «ОСТРОВНОЙ»)",Russia,AB12 Aberdeen,Scotland,"Depot, Greenwell Pl, East, Aberdeen AB12 3AY, UK",https://www.mcfef.com/en/companies-ostrovnoi/,,,,,
Ísfélag Vestmannaeyja hf,Iceland,PA15 Greenock,"Inverclyde,
Scotland","20 Drumfrochar Rd, Greenock PA15 4TS, UK",https://isfelag.is/landvinnsla/,,,,,
Ísfélag Vestmannaeyja hf,Iceland,,,,,,,,,
Fish plant “Krabozavodsk” branch “Krabozavodsk”JSC «Kurilskiy Rybak»,Russia,Grimsby,Alaska,"5 Gilbey Rd, Grimsby DN31 2SL, UK",https://www.ykrk.ru/en/company/#second__screen,,,,,
LYSI hf,Iceland,Killybegs,County Donegal,"36 Parkhead, Corporation, Killybegs, Co. Donegal, F94 RX74, Ireland",http://www.lysi.is/,,,,,
Fish Plant “Yasnyy” JSC “Kurilskiy Rybak”,Russia,22850 Ensenada,Baja California,"Calle Bonardi 148, El Sauzal, C.P 22760",https://www.ykrk.ru/en/company/#second__screen,,,,,
"JSC ""Yuzhmorrybflot""",Russia,Zarzis,Muğla,Route de Benguerden KM. 20 4170 Zarzis,https://ymrf.ru/,,,,,
[OLD NAME: NBAMR] JSC Nakhodka Active Marine Fishery Base (NBAMR),Russia,85486 Guaymas,Sonora,"Lote 3, Manzana B del Parque Industrial Pesquero, Rodolfo Sánchez Taboada",https://bamrfish.com/,,,,,
"Ozernovsky Fish Canning Plant № 55, JSC (Ozernovsky FCP №55)",Russia,Guaymas,Sonora,"Lote 1 Manzana A, sin número, Colonia Parque Industrial Pesquero Rodolfo Sánchez Tabuada, C.P. 85489, Guaymas, Sonora.",https://salmonica.com/#!/tab/646359442-1,,,,,
"PCF ""Yuzhno-Kyrilsky Ryiboсombinat"" Co., Ltd.",Russia,Balad Bani Bu Hassan,Ash Sharqiyah,"Plot No 132, Sur Industrial EstatE, Muscat, Oman",https://www.ykrk.ru/ru/company/,,,,,
Russian Fishery Company (RFC),Russia,Eureka,California,"5735 Elder Ferry Rd, Moss Point, MS 39563, USA",https://russianfishery.ru/en/,,,,,
"[OLD NAME: FPP ""Socra"" Co., Ltd.] RPZ Sokra LLC",Russia,,,,,,,,,
Scoular,Myanmar,Eureka,California,"9730 Andrew Road Abbeville, LA 70510",https://www.scoular.com/our-brands/encompass/,,,,,
Corporacion De Proyectos Multiples Mult.I.Proyectos S.A.,Ecuador,,,,,,,,,
Marine Protein Marprot S.A.,Ecuador,Reedville,,"610 Menhaden Road Reedville, VA 22539",https://www.marineprotein.com.ec/en/productos,,,,,
"Taiwan Hung Kuo Industrial Co., Ltd.",Taiwan,Sand Point,Alaska,"1 Commercial St, Eureka, CA 95501, USA",https://www.luckystarfeed.net/aboutus,,,,,
RENETA SIA,Latvia,24145 Kiel,"Kiel,
Schleswig-Holstein",Ottostraße 8,https://www.importgenius.com/suppliers/sia-reneta,,,,,
Nacionālās Zvejniecības Ražotāju Organizācija,Latvia,Höfn í Hornafirði,Sveitarfélagið Hornafjörður,"6RX2+V7G, Krosseyjarvegur, 780 Höfn í Hornafirði, Iceland / Miðósi 17",https://www.db.lv/zinas/puze-taps-42-miljonus-eiro-verta-zivju-miltu-rupnica-460570,,,,,
Biovast,Latvia,Xuancheng,Anhui,"Industrial Park, Daliang Village, Meicun Town, Langxi County, Xuancheng City, Anhui Province, P.R. China.",https://www.biovast.lt/en/apie-mus/saldus/,,,,,
Maruha (NZ) Corporation Limited on contract to Sealord Group Limited,New Zealand,86415 Mering,"Landkreis Aichach-Friedberg,
Swabia,
Bavaria",Lechfeldstraße 2,"https://www.maruha-nichiro.com/
https://www.sealord.com/",,,,,
Kalifeks,Latvia,8011 Christchurch,"Christchurch City,
Canterbury","12 Senior Place, Bromley",https://kalifeks.lv/en/organic-fertilizer/#fishflour,,,,,
Valofish,Tunisia,Binzhou,Shandong,"380 meters east of Liangcai Health Center, Yellow River Seventh Road, Bincheng District, Binzhou City, Shandong Province, P.R. China.",https://www.linkedin.com/posts/fjell-technology-as_fishmeal-havexpo-amoffjell-activity-6930448507858223104-OvZp/?trk=public_profile_like_view,,,,,
Trident Seafoods Corporation,United States of America,,,"HGC8+852, Dawanji, Oman",https://www.tridentseafoods.com/our-story/our-plants/,,,,,
PT. Argopuro Berkat Indonesia,Indonesia,Tarfaya,Laâyoune-Sakia El Hamra,"Zone Industrielle, Tarfaya, 70050, Morocco",https://argopuroberkatindonesia.com/,,,,,
Trident Seafoods Corporation,United States of America,Łozienica,Województwo zachodniopomorskie,"Boczna 14, 72-100 Łozienica, Poland",https://www.tridentseafoods.com/our-story/our-plants/,,,,,
"UniSea, Inc.",United States of America,Vestmannaeyjabær,Vestmannaeyjabær,"Strandvegur 82, 900 Vestmannaeyjabær, Iceland",https://www.unisea.com/products/,,,,,
"Trident Seafoods Corporation (Sand Point, AK Shore Plant)",United States of America,,,,,,,,,
A&R Nutricao Animal,Brazil,Zarzis,Médenine,"G3VJ+64V, Dhouiher, Tunisia",http://www.argroup.com.br/,,,,,
A&R Nutricao Animal,Brazil,735 Eskifjörður,Eastern Region,"Strandgata 2, 735 Eskifjörður",http://www.argroup.com.br/,,,,,
Kurzeme Fisheries Producers Organization,Latvia,,,,,,,,,
Agustiner S.A.,Argentina,Akureyri,Northeastern Region,Krossanesi 2,https://seafood.media/agustiner/,,,,,
"Westward Seafoods, Inc.",United States of America,,,"1,2, Sovetskaya str. v. Malokurilskoye",https://www.westwardseafoods.com/,,,,,
UAB Nord Baltic Fishery Group,Latvia,,,"off.1, Liter V, 8, Sovetskaya str. v. Malokurilskoye",http://nbfgroup.lv/#products,,,,,
Daybrook Fisheries Inc.,United States of America,Vestmannaeyjar,Southern Region,"Tangagata, 900 Vestmannaeyjabær, Iceland",https://daybrook.com/,,,,,
Air Buana,Indonesia,Vestmannaeyjar,Southern Region,,http://airbuana.webs.com/,,,,,
Dhofar Fisheries & Food Industries Company SAOG,Oman,Krabozavodskoye,Sakhalin Oblast,"1, Torgovaya Street, v. Krabozavodskoe Yuzhno-Kurilskiy district",https://dhofarfisheries.com/,,,,,
"Venta FM, SIA",Latvia,Reykjavik,,"Fiskislóð 5-9, 101 Reykjavík",https://company.lursoft.lv/en/venta-fm/41203027348,,,,,
PhilBest Canning Corporation,Philippines,Kitovyy,"Sakhalin Oblast,
Far Eastern Federal District","Ulitsa Karla Marksa, 20, Ofis 112, 1 Etazh, Yuzhno-Sakhalinsk, Sakhalin Oblast, Russia, 693011",https://trade-seafood.com/directory/seafood/processors/philbest-canning-ph.htm,,,,,
Liaoyu Antarctic Krill Technology Development Co. Ltd.,China,,,"16, Zavodskaya str., Livadiya Sub-District Nakhodka",http://www.lfg.com.cn/,,,,,
