Company name,Country,City,Province,Site address,Company website,BAP Cert,ASC Cert,FOS Cert,FIP Cert,MarinTrust Cert
Liaoyu Antarctic Krill Technology Development Co. Ltd.,China,Dalian,Liaoning,"No. 188, Dalianwan Street, Ganjingzi District, Dalian City, Liaoning Province, P.R. China.",https://www.akerbiomarine.com/,,https://www.akerbiomarine.com/blog/meet-our-people-the-fisherman;https://www.akerbiomarine.com/blog/new-research-krill-oil-can-slow-down-aging-and-help-improve-life-quality;https://www.akerbiomarine.com/blog/study-shows-krill-oil-improves-omega-3-deficiency-in-lupus-patients-with-early-signs-of-lessening-disease-activity-in-patients-with-severe-lupus;https://www.akerbiomarine.com/innovation;https://www.akerbiomarine.com/new-articles;https://www.akerbiomarine.com/news/new-study-aker-biomarines-pl-innovation-boosts-omega-3-absorption,https://www.akerbiomarine.com/;https://www.akerbiomarine.com/blog/aker-biomarine-renews-its-friend-of-the-sea-fos-sustainability-certification-for-three-more-years;https://www.akerbiomarine.com/blog/how-to-align-profitability-and-sustainability;https://www.akerbiomarine.com/blog/study-shows-krill-oil-improves-omega-3-deficiency-in-lupus-patients-with-early-signs-of-lessening-disease-activity-in-patients-with-severe-lupus;https://www.akerbiomarine.com/new-articles;https://www.akerbiomarine.com/news/aker-biomarine-partners-with-norwegian-board-association-to-advance-sports-and-inclusion;https://www.akerbiomarine.com/news/aker-biomarine-ranked-among-top-3-most-innovative-companies-in-the-world-at-prestigious-innovation-award;https://www.akerbiomarine.com/news/aker-biomarine-recognized-as-the-worlds-most-innovative-company,,
"Fujian Evergreen Feed Co., Ltd.",China,Saulnierville,Nova Scotia,"60 Saulnierville Rd, Saulnierville, NS B0W 2Z0, Canada",http://www.gdhxgf.com/en/gsjj_en.html,https://en.valofish.fr/intermediate-foodstuffs-supplier;https://valofish.fr/fournisseur-produits-de-la-mer,https://en.valofish.fr/intermediate-foodstuffs-supplier;https://valofish.fr/fournisseur-produits-de-la-mer;https://valofish.fr/gamme/fournisseur-chair-de-poisson,,,
"Novosana(Taicang) Bio Feed Co., Ltd",China,Dakar,CAT3 - Category 3,"MRWV+J5V, Yenne Tode, Senegal",https://novosana.nl/,https://matchory.com/data-protection;https://matchory.com/supplier/lcl-logistix-india-pvt,https://matchory.com/company/banco-de-credito;https://matchory.com/product/fish-oil;https://matchory.com/product/human;https://matchory.com/supplier/lcl-logistix-india-pvt;https://matchory.com/supplier/orient-containers-sdn-bhd;https://matchory.com/supplier/reliance-industries,https://matchory.com/product/fish;https://matchory.com/supplier/orient-containers-sdn-bhd;https://matchory.com/supplier/reliance-industries,,
Exportadora PMT,Costa Rica,Laverton North,Victoria,"1 Merino St, Laverton North VIC 3026, Australia",https://pmtcr.com/english/oil.htm,,,,,
Aker BioMarine Antarctic AS,Norway,Dalian,Liaoning,"No. 188, Dalianwan Street, Ganjingzi District, Dalian City, Liaoning Province, P.R. China.",https://www.akerbiomarine.com/,,,,,
Valofish,France,Zhangzhou,Fujian,"No.527, Sunshine, Fengming Village, Dongyuan Town, Longhai District, Zhangzhou City, Fujian Province",valofish.fr,,,http://www.olvea.com/en/home;http://www.olvea.com/fish-oils;http://www.olvea.com/historic-review;http://www.olvea.com/join-us;http://www.olvea.com/olvea-group;https://www.olvea.com;https://www.olvea.com/;https://www.olvea.com/2024/06/10/concrete-assistance-for-refugees-in-burkina-faso;https://www.olvea.com/2024/06/13/breast-cancer-screening-morocco;https://www.olvea.com/2024/07/11/olveact-now-csr-corporate-social-responsibility-report;https://www.olvea.com/2024/09/26/olympic-journey-2024;https://www.olvea.com/2024/09/26/restoring-stained-glass-windows-church;https://www.olvea.com/2024/10/30/pink-october-2024;https://www.olvea.com/contact-us;https://www.olvea.com/historic-review;https://www.olvea.com/join-us;https://www.olvea.com/mentions-legales;https://www.olvea.com/news;https://www.olvea.com/oil-eco-refining-france;https://www.olvea.com/olvea-group;https://www.olvea.com/our-csr-ambition;https://www.olvea.com/sustainability;https://www.olvea.com/vegetable-and-omega-oils,https://www.olvea.com/news,
Golden Lead Import and Export Trade Co. Ltd.,Gambia,Taicang,Jiangsu,"No.9 Changzhou Road, Taicang City, Jiangsu, China",https://matchory.com/supplier/golden-lead-import-and-export-trade,,https://www.tradeford.com/ec474992/fish-meal_p767255.html;https://www.tradeford.com/products/beans;https://www.tradeford.com/products/eyelash;https://www.tradeford.com/register.php,https://www.tradeford.com/products/eyelash,,
Nessim,Gambia,Brasil District,San José Province,"WQM8+R65, San José Province, Brasil District, Costa Rica",https://nessimtrading.com/nessim-fisheries/,,,,,
Iceberg-2 LLC.,Georgia,Lysaker,Samegrelo-Zemo Svaneti,"Anolitveien 1-3, Oslo, Ski 1400, Norway",https://iceberg2.ge/index.php?action_skin_change=yes&skin_name=IB2ENG#product,,,,,
Olvea Fish Oils,France,Samsun,Samsun,"172 Rue Pierre et Auguste Vaneeckhoet, 62480 Le Portel, France",http://www.olvea.com/fish-oils,,,,,
BISNESMUN S.A.,Ecuador,Gunjurr Bato Sateh (Kajabang),Brikama,"563C+VG2, Gunjurr Bato Sateh (Kajabang), The Gambia",https://www.tradeford.com/ec474992/fish-meal_p767255.html,,https://www.akerbiomarine.com/blog/meet-our-people-the-fisherman;https://www.akerbiomarine.com/blog/new-research-krill-oil-can-slow-down-aging-and-help-improve-life-quality;https://www.akerbiomarine.com/blog/study-shows-krill-oil-improves-omega-3-deficiency-in-lupus-patients-with-early-signs-of-lessening-disease-activity-in-patients-with-severe-lupus;https://www.akerbiomarine.com/innovation;https://www.akerbiomarine.com/new-articles;https://www.akerbiomarine.com/news/new-study-aker-biomarines-pl-innovation-boosts-omega-3-absorption,https://www.akerbiomarine.com/;https://www.akerbiomarine.com/blog/aker-biomarine-renews-its-friend-of-the-sea-fos-sustainability-certification-for-three-more-years;https://www.akerbiomarine.com/blog/how-to-align-profitability-and-sustainability;https://www.akerbiomarine.com/blog/study-shows-krill-oil-improves-omega-3-deficiency-in-lupus-patients-with-early-signs-of-lessening-disease-activity-in-patients-with-severe-lupus;https://www.akerbiomarine.com/new-articles;https://www.akerbiomarine.com/news/aker-biomarine-partners-with-norwegian-board-association-to-advance-sports-and-inclusion;https://www.akerbiomarine.com/news/aker-biomarine-ranked-among-top-3-most-innovative-companies-in-the-world-at-prestigious-innovation-award;https://www.akerbiomarine.com/news/aker-biomarine-recognized-as-the-worlds-most-innovative-company,,
Aller Aqua A/S,Denmark,,,"Allervej 130, DK-6070 Christiansfeld E-mail: info@aller-aqua.dk
Tel:+45 70221910",http://www.hx-aquatic.com/,,,http://www.hx-aquatic.com/articles/0ffcf4a60bd14d58b5d66e7b153d1037.html,,
NDAM,Senegal,Banjul,"Banjul,
Banjul City Council","7686+4C Sanyang, The Gambia",https://ditp.sec.gouv.sn/sites/default/files/docs/Liste%20des%20%C3%A9tablissements%20agr%C3%A9%C3%A9s%20%C3%A0%20l%27exportation%20au%2031%20d%C3%A9cembre%202022%20.pdf,,,,,
Sanford Limited trading as ENZAQ,New Zealand,Poti,Samegrelo-Zemo Svaneti,"7 4400 Larnaca St, Poti, Georgia",http://www.enzaq.com/,,https://www.bioceval.de;https://www.bioceval.de/;https://www.bioceval.de/en;https://www.bioceval.de/en/ouroffering;https://www.bioceval.de/en/ouroffering/fish-meal;https://www.bioceval.de/en/ouroffering/fish-oil;https://www.bioceval.de/en/ouroffering/msc-fish-meals-and-oils;https://www.bioceval.de/en/privacy-and-cookies;https://www.bioceval.de/spektrum;https://www.bioceval.de/spektrum/fischmehl;https://www.bioceval.de/spektrum/fischoel;https://www.bioceval.de/spektrum/msc-produkte,https://www.bioceval.de/en,,
(Quirola),Ecuador,,,kl 1.5 vía Arenillas- Chacras,https://lamotte-oils.de/en/product/fish-oils/,,https://lamotte-oils.de/en;https://lamotte-oils.de/en/contact;https://lamotte-oils.de/en/product/acai-oil;https://lamotte-oils.de/en/product/adeps-lanae-lanolin;https://lamotte-oils.de/en/product/ahiflower-oil;https://lamotte-oils.de/en/product/almond-oil;https://lamotte-oils.de/en/product/aloe-vera;https://lamotte-oils.de/en/product/amaranth-oil;https://lamotte-oils.de/en/product/apricot-kernel-oil;https://lamotte-oils.de/en/product/argan-oil;https://lamotte-oils.de/en/product/avocado-oil;https://lamotte-oils.de/en/product/babassu-oil;https://lamotte-oils.de/en/product/baobab-oil;https://lamotte-oils.de/en/product/bees-wax;https://lamotte-oils.de/en/product/black-cumin-oil;https://lamotte-oils.de/en/product/black-currant-seed-oil;https://lamotte-oils.de/en/product/borageseed-oil;https://lamotte-oils.de/en/product/broccoliseed-oil;https://lamotte-oils.de/en/product/calendula-oil-marigold;https://lamotte-oils.de/en/product/camelina-oil-gold-of-pleasure-oil;https://lamotte-oils.de/en/product/candelilla-wax;https://lamotte-oils.de/en/product/carnauba-wax;https://lamotte-oils.de/en/product/castor-oil;https://lamotte-oils.de/en/product/chia-oil;https://lamotte-oils.de/en/product/chilean-hazelnut-oil;https://lamotte-oils.de/en/product/cocoa-butter;https://lamotte-oils.de/en/product/coconut-oil;https://lamotte-oils.de/en/product/corn-oil;https://lamotte-oils.de/en/product/cottonseed-oil;https://lamotte-oils.de/en/product/crambe-oil;https://lamotte-oils.de/en/product/cupuacu-butter;https://lamotte-oils.de/en/product/evening-primrose-oil;https://lamotte-oils.de/en/product/fish-oils;https://lamotte-oils.de/en/product/gamma-oryzanol;https://lamotte-oils.de/en/product/glycerol;https://lamotte-oils.de/en/product/grapeseed-oil;https://lamotte-oils.de/en/product/groundnut-oil;https://lamotte-oils.de/en/product/hazelnut-oil;https://lamotte-oils.de/en/product/hemp-oil;https://lamotte-oils.de/en/product/illipe-butter;https://lamotte-oils.de/en/product/is-harvested-from-the-fruit-of-the-coconut-tree-cocos;https://lamotte-oils.de/en/product/jojoba-oil;https://lamotte-oils.de/en/product/jojobeads-jojopearls-and-jojograins;https://lamotte-oils.de/en/product/kalahari-melon-seed-oil;https://lamotte-oils.de/en/product/kukuinut-oil;https://lamotte-oils.de/en/product/laurel-oil;https://lamotte-oils.de/en/product/linseed-oil-flaxseed-oil;https://lamotte-oils.de/en/product/macadamianut-oil;https://lamotte-oils.de/produkt/fischoele,,,
BARACAMAR S.A.,Ecuador,,,km 1.5 vía Sta. Elena - Guayaquil,https://www.brim.is/en/about/processing,,,,,
Manabita de Comercio Mancorsacom S.A.,Ecuador,Fecamp,Normandy,"110 Rte de Valmont, 76400 Fécamp, France",https://manabitadecomercio.com/,,,,,
Africa Feed Suarl,Senegal,Dakar,CAT3 - Category 3,"MRWV+J5V, Yenne Tode, Senegal",http://www.sinomega-biotech.com/?lan=en_2,,,,,
Calvo Conservas El Salvador SA de CV,El Salvador,,,"Calle Playitas, El Salvador",http://www.high-fortune.cn/index.html,,,,,
IQI BV,United States of America,,,"3834 Duck Creek Dr Unit A, Stockton, CA 95215
Coordinates: 37.935187, -121.22505",www.isfelag.is,,,,,
Aker Biomarine Manufacturing LLC,United States of America,Guayaquil,Guayas,"P775+XH, Ecuador",https://www.akerbiomarine.com/,,,,,
WUDI HUAXIANG AQUACULTURE CO.，LTD.,China,Binzhou,Shandong,"Allervej 130, DK-6070 Christiansfeld E-mail: info@aller-aqua.dk
Tel:+45 70221910",http://www.hx-aquatic.com/,,,,,
"Wudi Deda Agriculture Co., Limited",China,Cayar,Thiès Region,"RVM6+MWR, Mbirdiam-Kayar Rd, Bayakh, Senegal",https://www.cndedany.com/,,,http://www.huatai-biopharm.com/htweb/page.asp?bigclass=1&Products;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=1&id=18;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=1&id=33;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=2&Omega-3H;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=3&Science & Technology;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=3&Science%20&%20Technology;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=3&id=64;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=4&Quality Assurance;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=4&Quality%20Assurance;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=4&id=68;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=4&id=69;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&About Huatai;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&About%20Huatai;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=30;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=59;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=61;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=62;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5&id=63;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=6&Contact;http://www.huatai-biopharm.com/htweb/page.asp?bigclass=7&Site Map,,
Bioceval GmbH & Co. KG.,Germany,Blenheim,Marlborough,"14 Bristol Street, Blenheim 7274, New Zealand",https://www.bioceval.de/en/ouroffering/fish-meal/,https://www.djoola.com/news?lang=en;https://www.djoola.com/news?lang=fr,https://www.djoola.com/Contact?lang=en;https://www.djoola.com/Contact?lang=fr;https://www.djoola.com/company/search?lang=en;https://www.djoola.com/company/search?lang=fr;https://www.djoola.com/contact?lang=en;https://www.djoola.com/contact?lang=fr;https://www.djoola.com/fr/schools/directory/region/224;https://www.djoola.com/news?lang=en;https://www.djoola.com/news?lang=fr;https://www.djoola.com/searches?lang=en&dir=people;https://www.djoola.com/searches?lang=fr&dir=companies;https://www.djoola.com/searches?lang=fr&dir=people,https://www.djoola.com/company/search?lang=fr;https://www.djoola.com/searches?lang=fr&dir=companies;https://www.djoola.com/searches?lang=fr&dir=people,,
Henry Lamotte Oils GmbH,Germany,Bremen,Bremen,kl 1.5 vía Arenillas- Chacras,https://lamotte-oils.de/en/product/fish-oils/,,https://novosana.nl/contact-us;https://novosana.nl/omega-3-science,https://novosana.nl/about-novosana,,
Brim,Iceland,Akranes,Akraneskaupstaður,"Hafnarbraut 2-4, 300 Akranes",https://zhuosidaer.en.ecplaza.net/,,,,,
Brim,Iceland,Akranes,Akraneskaupstaður,km 1.5 vía Sta. Elena - Guayaquil,https://www.brim.is/en/about/processing,,,,,
Huaneng Bio-technology Co.Ltd,China,Jaramijó,Manabí,Via del Pacifico KM 7 –Via Manta – Rocafuerte.,http://eng.huahengbio.com/,,,,,
Zhoushan Sinomega Biotech Engineering Co. Ltd,China,Dakar,CAT3 - Category 3,"MRWV+J5V, Yenne Tode, Senegal",http://www.sinomega-biotech.com/?lan=en_2,,,,,
Fujian High Fortune Bio-Tech Corp,China,Fu Zhou Shi,Fu Jian Sheng,"Calle Playitas, El Salvador",http://www.high-fortune.cn/index.html,https://www.scoular.com/locations,,https://www.scoular.com/who-we-are/community-involvement;https://www.scoular.com/who-we-are/sustainability,https://www.scoular.com/our-brands/encompass,https://www.scoular.com/solutions/pet-food-ingredients
Isfelag,Iceland,Þórshöfn,Langanesbyggð,"3834 Duck Creek Dr Unit A, Stockton, CA 95215
Coordinates: 37.935187, -121.22505",www.isfelag.is,,,,,
Loðnuvinnslan hf. (LVF),Iceland,Houston/Oslo Norway,"Texas County,
Missouri",4494 Campbell Road Houston Texas 77041,https://lvf.is/vinnsla/,,,,,
San Arawa S.A.,Argentina,Binzhou,Shandong,NO.30 FULU STREET WUDI COUNTY SHANDONG CHINA,https://sanarawa.com/,,,,,
Huatai Pharma Inc,China,Qing Dao Shi,Shandong,"26 Gong Yuan Yi Hao Dong Yuan, Cheng Yang Qu, Qing Dao Shi, Shan Dong Sheng, China, 266109",http://www.huatai-biopharm.com/htweb/page.asp?bigclass=5,,,,,
AZROW GUINEE,Guinea,Cuxhaven,Niedersachsen,"Neufelder Str. 44X, 27472 Cuxhaven, Germany",https://www.djoola.com/en/corporate/companies/details/2734,,,,,
Industrial Maule Ltda,Chile,,,"AV FORESTAL 1100 PARQUE INDUSTRIAL,
CORONEL, REGION DEL BIO",http://www.icicleseafoods.com/,,,,,
NovoSana (Taicang) Bio Feed Co. Ltd,China,Bremen,Bremen,"Merkurstraße 47, 28197 Bremen, Germany",https://novosana.nl/,,,,,
"Binzhou City Public Sen Industry And Trade Co., Ltd.",China,Binzhou,Shandong,"GFMW+V2 Huimin County, Binzhou, Shandong, China",https://www.artemiacyst.com/Products/fishmeal/2021-12-14/36.html,,,,,
"Qingdao Zhuosidaer International Trading Co., Ltd",China,Akranes,Akraneskaupstaður,"Hafnarbraut 2-4, 300 Akranes",https://zhuosidaer.en.ecplaza.net/,,,,,
"Yutong Industrial Co., Limited",China,Akranes,Akraneskaupstaður,"Hafnarbyggð 12, 690 Vopnafjörður",http://yutong-group.com/a/e_products/,,https://mbp.mu/about-us,https://mbp.mu/about-us,,
"Qingdao Zhenchangshen Commercial And Trade Co., Ltd.",China,Qing Dao Shi,Shandong,"Huan Wan Lu, Shi Bei Qu, Qing Dao Shi, Shan Dong Sheng, China, 266042",https://akshafishmeal.com/,,,,,
Industrial Maule Ltda,Chile,,,"Av. Golfo De Arauco 3638, 4191781 Concepción, Coronel, Bío Bío, Chile",https://argopuroberkatindonesia.com/,,,,,
"Pacific Bio Products, LLC",United States of America,Bayannur,Inner Mongolia,"3G2M+66 Xinhua Town, Bayannur, Linhe District, Bayannur, Inner Mongolia, China",https://pacificbioproducts.com/,,,,,
Industrias Isla Quihua S.A.,Chile,Zhoushan,Zhe Jiang Sheng,"3XMX+RX Dinghai District, Zhoushan, Zhejiang, China",https://www.marin-trust.com/sites/marintrust/files/2021-11/168%20Alimentos%20Marinos%20S.A.%20-%20Industrias%20Isla%20Quihua%20S.A%20Certificate.pdf,,,,,
Encompass,United States of America,Fu Zhou Shi,Fu Jian Sheng,"China, Fu Jian Sheng, Fu Zhou Shi, Fu Qing Shi, 育才路18-1号 邮政编码: 350307",https://www.scoular.com/our-brands/encompass/,,https://www.emis.com/php/login/redirect,https://www.emis.com/enabling-customer-success,,
Síldaravinnslan hf (SVN),Iceland,Þórshöfn,Langanesbyggð,"Eyrarvegur 12d, 680 Þórshöfn, Iceland",https://www.svn.is/,,https://www.linkedin.com/jobs/search?trk=public_post_guest_nav_menu_jobs,https://www.linkedin.com/help/linkedin/answer/a1341216/updates-to-user-agreement-and-privacy-policy;https://www.linkedin.com/pulse/topics/business-administration-s50111;https://www.linkedin.com/pulse/topics/engineering-s166;https://www.linkedin.com/pulse/topics/home;https://www.linkedin.com/pulse/topics/home?trk=public_post_guest_nav_menu_articles;https://www.linkedin.com/pulse/topics/hr-management-s50359;https://www.linkedin.com/pulse/topics/it-services-s57547;https://www.linkedin.com/pulse/topics/marketing-s2461;https://www.linkedin.com/pulse/topics/sales-s5;https://www.linkedin.com/pulse/topics/soft-skills-s2976,,
BEL MEAL,Senegal,Ananthapuram,Andhra Pradesh,"Ananthapuram, Andhra Pradesh 524344, India",https://www.waterbaseindia.com/online_pdf/WB_board_meeting_Outcome_May2022.pdf,https://www.waterbaseindia.com/online_pdf/wb_board_meeting_outcome_may2022.pdf,,,,
Panfast Marketing (M) Sdn. Bhd.,Malaysia,750 Fáskrúðsfjörður,Eastern Region,"Hafnargata 1, 750 Fáskrúðsfjörður",EMIS,,,,,
GOLD FIN INTERNATIONAL L.L.C,Oman,112 Azaibah,Muscat,"P.O. BOX 2582, AZAIBAH 130 SULTANATE OF OMAN",https://guaymasprotein.com.mx/?lang=es,,,,,
"Rongcheng Rixin Aquatic Products Co., Ltd.",China,Weihai,Shandong,"200 meters west of the intersection of Fuhai Road and Yongxing Road, Rongcheng City, Weihai City, Shandong Province",https://www.dunsguide.com/es/company/1ec1cd5938f01adf23138b8166a7737a/industrial-pesquera-heras-sa-de-cv,,https://www.dunsguide.com/companies/industries/food-and-food-products-99994150?sectorId=13;https://www.dunsguide.com/es/company/08a55d6d1a64046c8d42c6ee0af4c49c/remo-industria-e-comercio-de-plasticos-ltda;https://www.dunsguide.com/es/company/234ad42aff39178f416e6e673e78a55c/bcp-construcoes-sa;https://www.dunsguide.com/es/company/556c62d6de64ec56d6582a39722b7f5a/atenas-comunicacao-ltda;https://www.dunsguide.com/es/company/568e138fd0a7b201ac1d45b19a6c86d9/distecnacom-sa;https://www.dunsguide.com/es/company/7152f1127e45b5f9b3d26fb0c98d0c03/metisa-metalurgica-timboense-sa;https://www.dunsguide.com/es/company/9f5d4b56632395b12a39ace69e8618d5/nsk-brasil-ltda;https://www.dunsguide.com/es/company/a768a2b07926bc9dc9064036945bcc25/pirion-comercio-de-pecas-industriais-ltda;https://www.dunsguide.com/es/company/c46eb160542ac0acdff2be72e3b57ee6/cargolift-logistica-sa;https://www.dunsguide.com/es/company/d7d1aa3d57a2da57a997eadf3c64e0cf/facchini-sa;https://www.dunsguide.com/es/company/f4e767065433decb613e4cd56353a818/feltrin-sementes-ltda;https://www.dunsguide.com/es/company/faa661975131e21266e8fdb2d9623d49/linser-saci-s;https://www.dunsguide.com/es/company/fc5800696f6e79cfc19d009b299709f4/verzani-and-sandrini-eletronica-ltda;https://www.dunsguide.com/es/list-my-business;https://www.dunsguide.com/list-my-business,,,
DSM Nutritional Products Canada Inc.,Canada,Mulgrave,Nova Scotia,"Perito Francisco Moreno 2552, V9410KTN Ushuaia, Tierra del Fuego",https://www.dsm.com/human-nutrition/en/products/nutritional-lipids.html,,,,,
